nan,-61.0,-51.0,-68.0,nan,-24.0,-58.0,-49.0,nan,nan,nan,nan,-59.0,nan,nan,nan,-61.0,nan,nan,-55.0,-61.0,-86.0,nan,nan,nan,nan,nan
nan,-61.0,-51.0,-68.0,nan,-24.0,-58.0,-49.0,nan,nan,nan,nan,-59.0,nan,nan,nan,-61.0,nan,nan,-55.0,-61.0,-86.0,nan,nan,nan,nan,nan
nan,-61.0,-51.0,-68.0,nan,-24.0,-58.0,-49.0,nan,nan,nan,nan,-59.0,nan,nan,nan,-61.0,nan,nan,-55.0,-61.0,-86.0,nan,nan,nan,nan,nan
-72.0,-57.0,-55.0,-68.0,nan,-24.0,-58.0,-47.0,nan,nan,nan,nan,-59.0,nan,nan,nan,-60.0,-60.0,nan,-61.0,-61.0,-78.0,nan,nan,nan,nan,nan
-72.0,-57.0,-55.0,-68.0,nan,-24.0,-58.0,-47.0,nan,nan,nan,nan,-59.0,nan,nan,nan,-60.0,-60.0,nan,-61.0,-61.0,-78.0,nan,nan,nan,nan,nan
-72.0,-57.0,-55.0,nan,nan,-24.0,-58.0,-47.0,nan,nan,nan,nan,nan,nan,nan,nan,-60.0,-60.0,nan,-61.0,-61.0,-78.0,nan,nan,nan,nan,nan
-70.0,-64.0,-55.0,nan,nan,-25.0,-57.0,-46.0,nan,nan,nan,nan,nan,nan,nan,nan,-60.0,-60.0,nan,-62.0,-57.0,-77.0,nan,nan,nan,nan,nan
-70.0,-64.0,-55.0,nan,nan,-25.0,-57.0,-46.0,nan,nan,nan,nan,nan,nan,nan,nan,-60.0,nan,nan,-62.0,-57.0,-77.0,nan,nan,nan,nan,nan
-70.0,-64.0,-55.0,nan,nan,-25.0,-57.0,-46.0,nan,nan,nan,nan,nan,nan,nan,nan,-60.0,nan,nan,-62.0,-57.0,-77.0,nan,nan,nan,nan,nan
-70.0,-60.0,-52.0,nan,nan,-24.0,-62.0,-46.0,nan,nan,nan,nan,-53.0,nan,nan,nan,-58.0,-71.0,-90.0,-47.0,-55.0,-77.0,-89.0,nan,nan,nan,nan
nan,-60.0,-52.0,nan,nan,-24.0,-62.0,-46.0,nan,nan,nan,nan,-53.0,nan,nan,nan,-58.0,-71.0,-90.0,-47.0,-55.0,nan,-89.0,nan,nan,nan,nan
nan,-60.0,-52.0,nan,nan,-24.0,-62.0,-46.0,nan,nan,nan,nan,-53.0,nan,nan,nan,-58.0,-71.0,-90.0,-47.0,-55.0,nan,-89.0,nan,nan,nan,nan
nan,-55.0,-52.0,nan,nan,-24.0,-62.0,-46.0,nan,nan,nan,-84.0,-53.0,nan,nan,nan,-58.0,-71.0,-90.0,-45.0,-54.0,-84.0,-89.0,nan,nan,nan,nan
nan,-55.0,-52.0,nan,nan,-24.0,nan,-46.0,nan,nan,nan,-84.0,nan,nan,nan,nan,-58.0,nan,nan,-45.0,-54.0,-84.0,nan,nan,nan,nan,nan
nan,-55.0,-52.0,nan,nan,-24.0,nan,-46.0,nan,nan,nan,-84.0,nan,nan,nan,nan,-58.0,nan,nan,-45.0,-54.0,-84.0,nan,nan,nan,nan,nan
-77.0,-58.0,-52.0,nan,nan,-24.0,nan,-45.0,nan,nan,nan,-83.0,-53.0,nan,nan,nan,-57.0,nan,nan,-44.0,-54.0,-85.0,nan,nan,nan,nan,nan
-77.0,-58.0,-52.0,nan,nan,-24.0,nan,-45.0,nan,nan,nan,-83.0,-53.0,nan,nan,nan,-57.0,nan,nan,-44.0,-54.0,-85.0,nan,nan,nan,nan,nan
-77.0,-58.0,nan,nan,nan,-24.0,nan,-45.0,nan,nan,nan,-83.0,-53.0,nan,nan,nan,-57.0,nan,nan,-44.0,-54.0,-85.0,nan,nan,nan,nan,nan
-77.0,-58.0,-51.0,-65.0,nan,-23.0,nan,-45.0,nan,nan,nan,-83.0,-53.0,nan,nan,nan,-57.0,nan,nan,-44.0,-53.0,-82.0,nan,nan,nan,nan,nan
nan,-58.0,-51.0,-65.0,nan,-23.0,nan,-45.0,nan,nan,nan,nan,nan,nan,nan,nan,-57.0,nan,nan,-44.0,-53.0,-82.0,nan,nan,nan,nan,nan
nan,-58.0,-51.0,-65.0,nan,-23.0,nan,-45.0,nan,nan,nan,nan,nan,nan,nan,nan,-57.0,nan,nan,-44.0,-53.0,-82.0,nan,nan,nan,nan,nan
nan,-61.0,-52.0,-65.0,nan,-23.0,-60.0,-45.0,nan,nan,nan,nan,-54.0,nan,nan,nan,-57.0,nan,nan,-44.0,-57.0,-81.0,nan,nan,nan,nan,-87.0
nan,-61.0,-52.0,-65.0,nan,-23.0,-60.0,-45.0,nan,nan,nan,nan,-54.0,nan,nan,nan,-57.0,nan,nan,-44.0,-57.0,-81.0,nan,nan,nan,nan,-87.0
nan,-61.0,-52.0,-65.0,nan,-23.0,-60.0,-45.0,nan,nan,nan,nan,-54.0,nan,nan,nan,-57.0,nan,nan,-44.0,-57.0,-81.0,nan,nan,nan,nan,-87.0
nan,-54.0,-55.0,-65.0,nan,-23.0,-62.0,-49.0,nan,nan,nan,nan,-60.0,nan,nan,nan,-68.0,-70.0,nan,-60.0,-57.0,-81.0,nan,nan,nan,nan,-87.0
nan,-54.0,-55.0,nan,nan,-23.0,-62.0,-49.0,nan,nan,nan,nan,-60.0,nan,nan,nan,-68.0,-70.0,nan,-60.0,-57.0,nan,nan,nan,nan,nan,nan
nan,-54.0,-55.0,nan,nan,-23.0,-62.0,-49.0,nan,nan,nan,nan,-60.0,nan,nan,nan,-68.0,-70.0,nan,-60.0,-57.0,nan,nan,nan,nan,nan,nan
nan,-58.0,-57.0,nan,nan,-30.0,-62.0,-49.0,nan,nan,nan,nan,-60.0,nan,nan,nan,-66.0,-70.0,nan,-59.0,-64.0,-81.0,nan,nan,nan,nan,nan
nan,-58.0,-57.0,nan,nan,-30.0,-62.0,-49.0,nan,nan,nan,nan,-60.0,nan,nan,nan,-66.0,-70.0,nan,-59.0,-64.0,-81.0,nan,nan,nan,nan,nan
nan,-58.0,-57.0,nan,nan,-30.0,nan,-49.0,nan,nan,nan,nan,-60.0,nan,nan,nan,-66.0,nan,nan,-59.0,-64.0,-81.0,nan,nan,nan,nan,nan
-89.0,-73.0,-60.0,nan,nan,-32.0,-65.0,-50.0,nan,nan,nan,nan,-60.0,nan,nan,nan,-68.0,-69.0,nan,-55.0,-65.0,-82.0,nan,nan,nan,nan,nan
-89.0,-73.0,-60.0,nan,nan,-32.0,-65.0,-50.0,nan,nan,nan,nan,-60.0,nan,nan,nan,-68.0,-69.0,nan,-55.0,-65.0,-82.0,nan,nan,nan,nan,nan
-89.0,-73.0,-60.0,nan,nan,-32.0,-65.0,-50.0,nan,nan,nan,nan,-60.0,nan,nan,nan,-68.0,-69.0,nan,-55.0,-65.0,-82.0,nan,nan,nan,nan,nan
-89.0,-62.0,-62.0,-86.0,nan,-33.0,-68.0,-50.0,nan,nan,nan,nan,-60.0,nan,nan,nan,-69.0,-71.0,nan,-54.0,-53.0,-82.0,nan,nan,nan,-86.0,nan
-89.0,-62.0,-62.0,-86.0,nan,-33.0,-68.0,-50.0,nan,nan,nan,nan,-60.0,nan,nan,nan,-69.0,-71.0,nan,-54.0,-53.0,-82.0,nan,nan,nan,-86.0,nan
nan,-62.0,-62.0,-86.0,nan,-33.0,-68.0,-50.0,nan,nan,nan,nan,nan,nan,nan,nan,-69.0,-71.0,nan,-54.0,-53.0,-82.0,nan,nan,nan,-86.0,nan
nan,-56.0,-62.0,-86.0,nan,-33.0,-68.0,-52.0,nan,nan,nan,nan,nan,nan,nan,nan,-69.0,-71.0,nan,-42.0,-52.0,-82.0,nan,nan,nan,-86.0,nan
nan,-56.0,-62.0,-86.0,nan,-33.0,-68.0,-52.0,nan,nan,nan,nan,nan,nan,nan,nan,-69.0,-71.0,nan,-42.0,-52.0,-82.0,nan,nan,nan,-86.0,nan
nan,-56.0,-62.0,nan,nan,-33.0,nan,-52.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-42.0,-52.0,-82.0,nan,nan,nan,nan,nan
nan,-60.0,-62.0,nan,nan,-33.0,-64.0,-50.0,nan,nan,nan,-87.0,nan,nan,nan,nan,nan,-74.0,nan,-39.0,-51.0,-80.0,nan,nan,nan,nan,-86.0
nan,-60.0,nan,nan,nan,-33.0,-64.0,-50.0,nan,nan,nan,-87.0,nan,nan,nan,nan,nan,-74.0,nan,-39.0,-51.0,-80.0,nan,nan,nan,nan,-86.0
nan,-60.0,nan,nan,nan,-33.0,-64.0,-50.0,nan,nan,nan,-87.0,nan,nan,nan,nan,nan,-74.0,nan,-39.0,-51.0,-80.0,nan,nan,nan,nan,-86.0
nan,-60.0,-58.0,nan,nan,-31.0,-64.0,-50.0,nan,nan,nan,-87.0,nan,nan,nan,nan,-65.0,-68.0,nan,-40.0,-50.0,-82.0,nan,nan,nan,nan,-86.0
nan,-60.0,-58.0,nan,nan,-31.0,-64.0,-50.0,nan,nan,nan,-87.0,nan,nan,nan,nan,-65.0,-68.0,nan,-40.0,-50.0,-82.0,nan,nan,nan,nan,-86.0
nan,nan,-58.0,nan,nan,-31.0,nan,-50.0,nan,nan,nan,nan,nan,nan,nan,nan,-65.0,-68.0,nan,-40.0,-50.0,-82.0,nan,nan,nan,nan,nan
-85.0,-60.0,-58.0,nan,nan,-31.0,-65.0,-55.0,nan,nan,nan,nan,nan,nan,nan,nan,-64.0,-72.0,nan,-40.0,-59.0,-82.0,nan,nan,nan,nan,nan
-85.0,-60.0,nan,nan,nan,-31.0,-65.0,-55.0,nan,nan,nan,nan,nan,nan,nan,nan,-64.0,-72.0,nan,-40.0,-59.0,-82.0,nan,nan,nan,nan,nan
-85.0,-60.0,nan,nan,nan,-31.0,-65.0,-55.0,nan,nan,nan,nan,nan,nan,nan,nan,-64.0,-72.0,nan,-40.0,-59.0,-82.0,nan,nan,nan,nan,nan
-75.0,-56.0,nan,nan,nan,-32.0,-63.0,-50.0,nan,nan,nan,nan,nan,nan,nan,nan,-65.0,-72.0,nan,-52.0,-60.0,-80.0,nan,nan,nan,nan,-87.0
-75.0,-56.0,nan,nan,nan,-32.0,-63.0,-50.0,nan,nan,nan,nan,nan,nan,nan,nan,-65.0,-72.0,nan,-52.0,-60.0,-80.0,nan,nan,nan,nan,-87.0
-75.0,-56.0,nan,nan,nan,-32.0,-63.0,-50.0,nan,nan,nan,nan,nan,nan,nan,nan,-65.0,nan,nan,-52.0,-60.0,-80.0,nan,nan,nan,nan,-87.0
-75.0,-52.0,-49.0,nan,nan,-30.0,-63.0,-50.0,nan,nan,nan,nan,nan,nan,nan,nan,-65.0,nan,nan,-56.0,-63.0,-79.0,nan,nan,nan,nan,-87.0
nan,-52.0,-49.0,nan,nan,-30.0,nan,-50.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-56.0,-63.0,-79.0,nan,nan,nan,nan,nan
nan,-52.0,-49.0,nan,nan,-30.0,nan,-50.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-56.0,-63.0,-79.0,nan,nan,nan,nan,nan
nan,-53.0,-53.0,nan,nan,-30.0,nan,-54.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,-71.0,nan,-55.0,-59.0,-79.0,nan,nan,nan,nan,nan
nan,-53.0,-53.0,nan,nan,-30.0,nan,-54.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,-71.0,nan,-55.0,-59.0,-79.0,nan,nan,nan,nan,nan
nan,-53.0,-53.0,nan,nan,-30.0,nan,-54.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,-71.0,nan,-55.0,-59.0,-79.0,nan,nan,nan,nan,nan
nan,-52.0,-52.0,nan,nan,-30.0,-56.0,-54.0,nan,nan,nan,nan,nan,nan,nan,nan,-62.0,-63.0,nan,-55.0,-63.0,-79.0,nan,nan,nan,nan,nan
nan,-52.0,-52.0,nan,nan,-30.0,-56.0,-54.0,nan,nan,nan,nan,nan,nan,nan,nan,-62.0,-63.0,nan,-55.0,-63.0,nan,nan,nan,nan,nan,nan
nan,-52.0,-52.0,nan,nan,-30.0,-56.0,-54.0,nan,nan,nan,nan,nan,nan,nan,nan,-62.0,-63.0,nan,-55.0,-63.0,nan,nan,nan,nan,nan,nan
nan,-52.0,-52.0,nan,nan,-26.0,-56.0,-53.0,nan,nan,nan,nan,nan,nan,nan,nan,-62.0,-63.0,nan,-57.0,-60.0,-81.0,nan,nan,nan,nan,nan
nan,-52.0,nan,nan,nan,-26.0,nan,-53.0,nan,nan,nan,nan,nan,nan,nan,nan,-62.0,nan,nan,-57.0,-60.0,-81.0,nan,nan,nan,nan,nan
nan,-52.0,nan,nan,nan,-26.0,nan,-53.0,nan,nan,nan,nan,nan,nan,nan,nan,-62.0,nan,nan,-57.0,-60.0,-81.0,nan,nan,nan,nan,nan
nan,-50.0,-51.0,-66.0,nan,-24.0,nan,-52.0,nan,nan,nan,nan,-56.0,nan,nan,nan,-58.0,-61.0,nan,-49.0,-57.0,-81.0,nan,nan,nan,nan,-88.0
nan,-50.0,-51.0,-66.0,nan,-24.0,nan,-52.0,nan,nan,nan,nan,-56.0,nan,nan,nan,-58.0,-61.0,nan,-49.0,-57.0,-81.0,nan,nan,nan,nan,-88.0
nan,-50.0,-51.0,-66.0,nan,-24.0,nan,-52.0,nan,nan,nan,nan,-56.0,nan,nan,nan,-58.0,-61.0,nan,-49.0,-57.0,-81.0,nan,nan,nan,nan,-88.0
nan,-50.0,-51.0,-66.0,nan,-24.0,-58.0,-52.0,nan,nan,nan,nan,-56.0,nan,nan,nan,-58.0,-61.0,nan,-46.0,-53.0,-80.0,nan,nan,nan,nan,-86.0
nan,-50.0,-51.0,-66.0,nan,-24.0,-58.0,-52.0,nan,nan,nan,nan,-56.0,nan,nan,nan,-58.0,-61.0,nan,-46.0,-53.0,-80.0,nan,nan,nan,nan,-86.0
nan,-50.0,-51.0,nan,nan,-24.0,-58.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,-58.0,nan,nan,-46.0,-53.0,-80.0,nan,nan,nan,nan,-86.0
nan,-50.0,-47.0,nan,nan,-24.0,-58.0,-54.0,nan,nan,nan,nan,nan,nan,nan,nan,-57.0,nan,nan,-45.0,-53.0,-80.0,nan,nan,nan,nan,-86.0
