nan,-49.0,-70.0,-61.0,-75.0,-76.0,nan,nan,-77.0,-82.0,-80.0,-82.0,-87.0,nan,-86.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,-49.0,-70.0,-61.0,-75.0,-76.0,nan,nan,-77.0,-82.0,-80.0,-82.0,-87.0,nan,-86.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,-49.0,-70.0,-61.0,-75.0,-76.0,nan,nan,-77.0,-82.0,-80.0,-82.0,-87.0,nan,-86.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-64.0,-58.0,-72.0,-68.0,-75.0,-79.0,nan,nan,-77.0,-82.0,-80.0,-84.0,-87.0,-74.0,-86.0,nan,nan,nan,nan,nan,nan,nan,nan,-87.0,nan,nan,nan
-64.0,-58.0,-72.0,-68.0,-75.0,-79.0,nan,nan,-77.0,-82.0,-80.0,-84.0,-87.0,-74.0,-86.0,nan,nan,nan,nan,nan,nan,nan,nan,-87.0,nan,nan,nan
-64.0,-58.0,-72.0,-68.0,nan,-79.0,nan,nan,nan,nan,-80.0,-84.0,nan,-74.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,-87.0,nan,nan,nan
-71.0,-60.0,-73.0,-72.0,-80.0,-74.0,nan,-89.0,-78.0,-81.0,-80.0,-84.0,nan,-71.0,-82.0,nan,nan,nan,nan,nan,nan,nan,nan,-87.0,nan,nan,nan
-71.0,-60.0,-73.0,-72.0,-80.0,-74.0,nan,-89.0,-78.0,-81.0,-80.0,-84.0,nan,-71.0,-82.0,nan,nan,nan,nan,nan,nan,nan,nan,-87.0,nan,nan,nan
-71.0,-60.0,-73.0,-72.0,-80.0,-74.0,nan,-89.0,-78.0,-81.0,nan,nan,nan,-71.0,-82.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-66.0,-62.0,-73.0,-71.0,-78.0,-76.0,nan,-89.0,-83.0,-81.0,nan,nan,nan,-71.0,-82.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-66.0,-62.0,-73.0,-71.0,-78.0,-76.0,nan,-89.0,-83.0,-81.0,nan,nan,nan,-71.0,-82.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-66.0,-62.0,nan,-71.0,-78.0,-76.0,nan,nan,-83.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-66.0,-62.0,nan,-57.0,-78.0,-76.0,nan,nan,-79.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-66.0,-62.0,nan,-57.0,-78.0,-76.0,nan,nan,-79.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-66.0,nan,nan,-57.0,nan,nan,nan,nan,-79.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-69.0,-63.0,nan,-56.0,nan,-77.0,-82.0,nan,-76.0,nan,nan,nan,nan,-79.0,nan,nan,-86.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-69.0,-63.0,nan,-56.0,nan,-77.0,-82.0,nan,-76.0,nan,nan,nan,nan,-79.0,nan,nan,-86.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-69.0,-63.0,nan,-56.0,nan,-77.0,-82.0,nan,-76.0,nan,nan,nan,nan,-79.0,nan,nan,-86.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-67.0,-57.0,nan,-54.0,nan,-76.0,-82.0,nan,-76.0,-87.0,nan,nan,nan,-79.0,nan,nan,-86.0,-88.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
-67.0,-57.0,nan,-54.0,nan,-76.0,-82.0,nan,-76.0,-87.0,nan,nan,nan,-79.0,nan,nan,-86.0,-88.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
